user,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
721880,9.0,12.0,3.0,16.0,0.0,11.0,0.0,14.0,6.0,0.0,5.0,0.0,0.0,0.0
721890,8.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,3.0,0.0,3.0
721909,0.0,9.0,0.0,10.0,0.0,8.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0
721942,8.0,0.0,0.0,4.0,0.0,8.0,0.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0
721964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
721973,20.0,11.0,4.0,17.0,0.0,13.0,0.0,19.0,19.0,4.0,9.0,0.0,0.0,0.0
721978,13.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0
721979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
721985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
721987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
721990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
721991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
721995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
721996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
721999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722056,31.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,31.0,0.0,0.0,9.0,0.0,5.0
722066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722079,7.0,3.0,4.0,5.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,0.0,0.0
722083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722122,17.0,5.0,0.0,5.0,0.0,0.0,0.0,20.0,17.0,0.0,3.0,0.0,0.0,0.0
722123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722124,13.0,13.0,0.0,9.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0
722155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722171,20.0,15.0,5.0,23.0,0.0,3.0,0.0,18.0,20.0,3.0,7.0,4.0,0.0,0.0
722189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722245,4.0,0.0,0.0,5.0,0.0,4.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0
722265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722315,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
722316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722331,0.0,10.0,0.0,5.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,25.0,13.0,5.0
722368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722371,14.0,5.0,0.0,5.0,0.0,11.0,0.0,25.0,4.0,0.0,18.0,4.0,0.0,4.0
722396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722421,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722433,9.0,5.0,3.0,0.0,0.0,9.0,0.0,5.0,9.0,0.0,0.0,4.0,0.0,4.0
722443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722488,9.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,5.0,0.0,0.0,0.0
722490,8.0,0.0,6.0,3.0,8.0,0.0,0.0,4.0,8.0,4.0,0.0,7.0,4.0,3.0
722495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722513,3.0,17.0,0.0,8.0,0.0,12.0,0.0,12.0,0.0,0.0,9.0,5.0,0.0,5.0
722527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722615,11.0,8.0,0.0,3.0,0.0,0.0,0.0,5.0,11.0,3.0,0.0,4.0,0.0,4.0
722634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722655,11.0,6.0,0.0,6.0,0.0,4.0,0.0,12.0,11.0,5.0,9.0,3.0,0.0,4.0
722677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722723,10.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
722754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722771,7.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0
722790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722807,8.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,3.0
722814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722823,5.0,4.0,7.0,0.0,9.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0
722826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
722833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722844,11.0,4.0,10.0,4.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,4.0,0.0,4.0
722874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722890,41.0,7.0,0.0,5.0,0.0,3.0,0.0,4.0,37.0,3.0,0.0,12.0,0.0,5.0
722897,0.0,9.0,4.0,6.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,30.0,12.0,11.0
722930,8.0,17.0,8.0,18.0,0.0,8.0,0.0,24.0,5.0,0.0,3.0,0.0,0.0,0.0
722934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
722948,17.0,11.0,4.0,22.0,4.0,5.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0
722954,0.0,4.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
722955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
722961,3.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0
722990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723103,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
723111,0.0,0.0,5.0,3.0,5.0,5.0,0.0,4.0,0.0,0.0,7.0,23.0,11.0,0.0
723123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723155,13.0,0.0,5.0,10.0,0.0,5.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0
723166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723175,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
723177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723207,43.0,4.0,0.0,3.0,0.0,0.0,0.0,13.0,34.0,0.0,0.0,5.0,0.0,0.0
723213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723216,8.0,6.0,0.0,0.0,0.0,7.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0
723226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723250,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723286,8.0,8.0,3.0,11.0,0.0,8.0,0.0,3.0,8.0,5.0,3.0,0.0,0.0,0.0
723305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723318,0.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,5.0,0.0,5.0
723336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723369,9.0,15.0,0.0,20.0,0.0,0.0,0.0,23.0,6.0,0.0,9.0,0.0,0.0,0.0
723391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723457,19.0,7.0,0.0,5.0,0.0,3.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0
723498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723509,21.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0
723535,8.0,0.0,0.0,7.0,0.0,6.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0
723537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723576,5.0,0.0,0.0,3.0,0.0,3.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0
723589,8.0,0.0,12.0,3.0,12.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
723592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723631,4.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0
723639,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0
723670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723689,12.0,5.0,0.0,3.0,0.0,0.0,0.0,10.0,12.0,5.0,0.0,0.0,0.0,0.0
723690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723724,12.0,5.0,5.0,14.0,0.0,4.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
723776,22.0,8.0,0.0,9.0,0.0,12.0,0.0,18.0,17.0,0.0,13.0,0.0,0.0,0.0
723785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
723800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723878,11.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,8.0,0.0,7.0,0.0,0.0,0.0
723886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723906,26.0,9.0,0.0,17.0,0.0,9.0,0.0,17.0,22.0,0.0,3.0,0.0,0.0,0.0
723921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723941,18.0,7.0,9.0,12.0,0.0,0.0,0.0,21.0,13.0,0.0,5.0,3.0,0.0,3.0
723969,10.0,7.0,0.0,3.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0
723973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
723976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
723996,16.0,3.0,5.0,9.0,0.0,0.0,0.0,17.0,9.0,0.0,5.0,0.0,0.0,0.0
723997,10.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,7.0,4.0,0.0
723998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724007,7.0,0.0,17.0,9.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0
724016,17.0,5.0,0.0,4.0,0.0,0.0,0.0,17.0,9.0,0.0,5.0,0.0,0.0,0.0
724021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724048,18.0,17.0,0.0,17.0,0.0,17.0,0.0,23.0,18.0,0.0,10.0,5.0,0.0,0.0
724054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724055,0.0,8.0,0.0,8.0,0.0,16.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0
724097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724098,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,5.0,3.0,0.0,0.0,3.0
724101,37.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,5.0,0.0,0.0
724118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724150,13.0,3.0,17.0,9.0,8.0,0.0,0.0,3.0,13.0,0.0,0.0,11.0,4.0,3.0
724192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724221,7.0,3.0,8.0,9.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
724223,10.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0
724242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724260,0.0,3.0,0.0,15.0,0.0,4.0,0.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0
724321,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
724339,3.0,7.0,0.0,4.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,5.0,0.0,5.0
724369,5.0,4.0,0.0,0.0,0.0,11.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0
724382,25.0,5.0,4.0,18.0,0.0,8.0,0.0,9.0,20.0,4.0,9.0,8.0,0.0,3.0
724400,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724411,16.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
724442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724468,8.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
724510,29.0,11.0,16.0,29.0,13.0,31.0,0.0,18.0,21.0,0.0,0.0,13.0,0.0,4.0
724515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
724649,9.0,0.0,4.0,8.0,0.0,5.0,0.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0
724659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
724736,17.0,0.0,8.0,8.0,9.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
724752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
724793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724801,13.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0
724821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
724829,5.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,4.0
724836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724847,8.0,0.0,10.0,5.0,4.0,0.0,0.0,17.0,5.0,0.0,5.0,3.0,0.0,0.0
724849,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724860,7.0,3.0,14.0,0.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,5.0,5.0,0.0
724879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
724898,14.0,12.0,10.0,15.0,3.0,11.0,0.0,11.0,14.0,0.0,5.0,3.0,0.0,0.0
724904,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724925,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
724934,8.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0
724960,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724969,4.0,0.0,0.0,4.0,0.0,10.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0
724981,7.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0
725010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
725017,17.0,0.0,18.0,17.0,5.0,8.0,0.0,14.0,14.0,5.0,0.0,3.0,0.0,3.0
725023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
725035,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
